region_name,latitude,longitude,date,year,month,avg_temperature_c,rainfall_mm,humidity_percent,ndvi,water_body_index,population,mosquito_density,healthcare_access_score,poverty_index,climate_anomaly_score,malaria_cases,malaria_incidence_rate,outbreak_flag
Kaduna,5.1907,9.981,2024-06-01,2024,6,25.08,142.89,66.02,0.474,0.337,1626317,76.66,46.51,47.25,0.67,508,31.24,1
Kebbi,10.654,7.5305,2019-07-01,2019,7,25.73,176.85,97.36,0.758,0.492,2240652,105.43,88.97,27.09,-0.61,495,22.09,0
Oyo,12.7776,5.2475,2020-02-01,2020,2,19.95,146.53,98.0,0.383,0.793,1521867,120.87,74.95,52.0,0.87,620,40.74,1
Niger,12.2646,8.336,2025-02-01,2025,2,31.29,90.8,78.34,0.505,0.482,2216452,101.64,75.35,80.15,-1.61,532,24.0,1
Cross River,12.3097,9.0014,2020-12-01,2020,12,27.89,153.7,67.49,0.536,0.641,2539270,118.6,82.35,32.91,-3.31,549,21.62,1
Benue,4.082,5.3943,2025-12-01,2025,12,27.37,328.06,80.99,0.65,0.353,1294360,121.08,61.23,72.93,0.62,731,56.48,1
Plateau,4.1434,5.2797,2024-09-01,2024,9,25.6,258.08,63.51,0.309,0.402,2092754,103.64,49.66,74.38,-0.54,681,32.54,1
Kebbi,7.0077,7.5647,2021-06-01,2021,6,25.58,257.98,78.9,0.366,0.689,1382559,125.68,72.91,49.45,-0.72,578,41.81,1
Kano,11.8032,5.9914,2023-02-01,2023,2,24.72,197.72,60.78,0.716,0.337,1360073,102.62,50.86,62.97,-1.93,582,42.79,1
Anambra,11.7097,11.5103,2023-10-01,2023,10,26.08,161.31,58.0,0.511,0.687,514462,91.36,56.94,34.24,0.1,489,95.05,0
Cross River,9.0392,11.0985,2022-11-01,2022,11,33.69,85.71,82.44,0.638,0.99,1421535,130.59,42.36,24.67,-0.37,523,36.79,1
Kaduna,9.5486,6.4406,2022-06-01,2022,6,24.4,180.51,81.22,0.749,0.577,2586655,101.71,76.36,9.97,-2.29,390,15.08,0
Niger,8.3345,10.7814,2019-07-01,2019,7,23.94,94.71,78.68,0.235,0.625,1702632,100.53,73.28,58.09,0.01,547,32.13,1
Enugu,5.0786,13.1755,2024-10-01,2024,10,26.44,138.89,91.08,0.603,0.429,329143,121.3,79.17,37.05,2.73,546,165.89,1
Kebbi,4.1876,11.5701,2022-02-01,2022,2,32.66,194.5,65.2,0.95,0.279,1517172,113.01,55.31,53.89,1.56,539,35.53,1
Borno,9.822,10.729,2021-04-01,2021,4,28.62,184.46,83.34,0.797,0.588,1615615,111.12,60.02,69.26,-0.76,564,34.91,1
Lagos,13.5391,8.1151,2025-11-01,2025,11,26.45,115.61,78.43,0.596,0.367,691593,99.88,57.33,41.46,-2.32,452,65.36,0
Rivers,5.4433,13.7038,2019-03-01,2019,3,22.89,99.75,62.97,0.394,0.403,2642806,100.95,54.72,16.7,-1.95,478,18.09,0
Kebbi,8.6893,11.5861,2023-09-01,2023,9,24.76,66.69,76.16,0.535,0.563,909625,108.71,59.44,21.28,-3.48,518,56.95,1
Kaduna,11.6151,12.4842,2024-04-01,2024,4,29.18,37.64,63.16,0.475,0.841,1688846,102.71,58.88,81.85,0.88,546,32.33,1
Kano,7.2167,7.9939,2019-04-01,2019,4,26.53,152.87,94.04,0.794,0.944,1486803,126.15,57.61,27.43,1.44,532,35.78,1
Kaduna,6.7999,13.1984,2024-08-01,2024,8,28.2,160.53,87.18,0.473,0.356,669696,137.37,56.54,55.39,2.44,781,116.62,1
Sokoto,11.3664,9.8583,2019-10-01,2019,10,26.26,137.28,67.33,0.419,0.224,66279,91.22,63.75,61.58,-0.04,436,657.83,0
Benue,8.5871,8.1293,2019-01-01,2019,1,26.18,161.52,94.39,0.34,0.734,2504698,127.09,54.52,47.83,-3.2,620,24.75,1
Plateau,5.2093,9.8895,2025-11-01,2025,11,30.17,100.26,67.23,0.654,0.414,1187613,94.95,29.3,49.5,0.73,519,43.7,1
Kaduna,9.571,10.1667,2018-11-01,2018,11,28.84,54.47,60.66,0.391,0.414,2775575,99.13,83.47,30.62,1.12,356,12.83,0
Kaduna,10.5451,13.2653,2023-06-01,2023,6,30.09,53.16,83.69,0.482,0.322,1622138,115.37,74.33,33.8,-3.03,572,35.26,1
Rivers,13.7031,6.4307,2022-12-01,2022,12,26.19,113.56,66.8,0.362,0.406,1118965,101.24,42.68,51.48,-1.72,323,28.87,0
Plateau,8.6154,10.281,2019-12-01,2019,12,30.47,191.16,65.51,0.812,0.686,286371,109.24,56.45,28.89,1.52,462,161.33,0
Enugu,11.1512,13.3424,2025-05-01,2025,5,31.06,148.85,74.43,0.355,0.57,2974537,104.44,49.01,60.61,-2.44,535,17.99,1
Akwa Ibom,7.4803,3.4977,2018-05-01,2018,5,25.26,141.38,93.96,0.583,0.779,1236995,106.57,29.26,42.55,0.14,702,56.75,1
Cross River,13.6096,5.3617,2022-11-01,2022,11,28.45,87.97,75.72,0.518,0.31,2836905,89.65,61.16,58.55,1.19,484,17.06,0
Borno,6.5448,13.667,2025-10-01,2025,10,22.28,78.88,76.3,0.505,0.196,986320,102.73,56.49,54.72,-2.32,466,47.25,0
Lagos,8.678,6.859,2019-10-01,2019,10,31.46,96.62,59.81,0.125,0.41,616510,114.15,68.28,49.59,-1.62,529,85.81,1
Sokoto,4.1642,10.4712,2020-11-01,2020,11,27.57,83.9,73.24,0.611,0.653,472641,106.08,41.38,46.18,0.67,511,108.12,1
Borno,10.0054,13.3233,2019-03-01,2019,3,26.24,143.95,53.15,0.722,0.581,2209932,98.78,66.41,63.25,-0.21,521,23.58,1
Rivers,9.2103,8.9156,2019-01-01,2019,1,25.29,86.48,70.43,0.558,0.52,710673,119.23,37.24,14.71,0.48,466,65.57,0
Akwa Ibom,12.1977,3.5524,2021-09-01,2021,9,21.23,88.82,69.98,0.511,0.456,269707,95.54,58.67,63.96,-0.2,467,173.15,0
Enugu,8.251,5.7445,2020-08-01,2020,8,22.83,154.18,78.38,0.512,0.75,1793967,98.44,63.39,43.11,0.63,553,30.83,1
Enugu,8.3176,4.4565,2023-10-01,2023,10,32.46,52.94,73.22,0.345,0.146,2280038,109.1,50.63,42.91,-4.06,414,18.16,0
Sokoto,11.8127,10.9666,2020-01-01,2020,1,24.78,234.92,69.21,0.516,0.627,90149,105.48,52.34,54.82,-0.54,606,672.22,1
Enugu,8.116,3.1066,2024-03-01,2024,3,29.3,178.84,68.09,0.707,0.665,1009820,114.21,44.25,42.59,0.02,501,49.61,1
Sokoto,12.8616,7.1219,2023-12-01,2023,12,26.11,133.08,79.32,0.621,0.358,2958679,111.66,49.32,5.29,-0.92,386,13.05,0
Niger,8.8268,7.8632,2022-04-01,2022,4,24.88,47.11,77.52,0.372,0.622,2539331,94.2,70.71,78.71,0.51,395,15.56,0
Kano,12.1081,9.4332,2023-09-01,2023,9,31.24,93.31,62.36,0.386,0.672,2117790,108.66,65.11,55.33,1.46,562,26.54,1
Rivers,11.2319,6.9652,2025-03-01,2025,3,24.41,198.03,81.05,0.717,0.711,1669282,126.91,63.36,11.31,-3.1,569,34.09,1
Kebbi,13.1574,10.58,2021-03-01,2021,3,28.67,234.54,81.63,0.441,0.617,1353659,125.47,54.06,42.24,-0.43,600,44.32,1
Lagos,10.4792,10.1746,2024-05-01,2024,5,30.28,61.06,78.7,0.446,0.573,1088347,103.58,41.48,36.64,-3.04,581,53.38,1
Borno,5.7115,6.2553,2020-12-01,2020,12,28.66,133.57,76.85,0.691,0.502,299737,114.01,100.0,69.33,0.25,511,170.48,1
Plateau,5.4767,12.3675,2024-04-01,2024,4,23.22,196.29,88.04,0.826,0.668,2681055,123.4,47.86,58.05,-1.71,741,27.64,1
Sokoto,11.142,6.5588,2024-06-01,2024,6,30.0,307.35,67.4,0.593,0.807,2300618,109.79,50.15,57.73,-0.49,623,27.08,1
Kebbi,11.9897,12.8384,2025-03-01,2025,3,32.0,144.13,69.6,0.348,0.274,647578,90.6,59.06,29.09,-0.28,385,59.45,0
Oyo,7.9465,10.3976,2018-01-01,2018,1,24.54,220.64,65.83,0.599,0.846,1837500,110.23,70.54,60.62,-0.94,547,29.77,1
Niger,11.5215,6.3828,2022-12-01,2022,12,32.33,125.76,77.8,0.325,0.139,1012454,112.83,62.93,67.44,3.48,514,50.77,1
Sokoto,6.2907,10.0155,2022-07-01,2022,7,33.91,127.03,84.14,0.318,0.818,2475207,130.34,68.61,31.01,1.74,572,23.11,1
Oyo,13.0563,13.727,2025-04-01,2025,4,26.46,196.01,81.27,0.578,0.262,735493,113.95,76.31,73.68,0.37,497,67.57,0
Akwa Ibom,11.9945,8.134,2020-02-01,2020,2,28.0,85.77,73.64,0.709,0.803,1818693,117.48,82.22,34.48,0.27,462,25.4,0
Akwa Ibom,8.6787,9.6199,2024-02-01,2024,2,22.61,256.37,72.2,0.405,0.601,362579,106.42,49.08,88.3,1.79,727,200.51,1
Niger,11.8695,8.9431,2019-12-01,2019,12,28.37,82.25,59.23,0.43,0.485,712714,82.02,58.87,72.48,-2.31,470,65.95,0
Anambra,5.9676,6.4651,2018-04-01,2018,4,23.82,71.8,63.32,0.727,0.808,691621,106.82,36.31,5.0,-1.47,467,67.52,0
Anambra,12.564,3.142,2018-09-01,2018,9,29.08,52.76,72.03,0.56,0.465,804085,110.29,39.67,39.13,-2.17,557,69.27,1
Lagos,4.6675,5.3999,2025-09-01,2025,9,27.83,184.05,73.89,0.568,0.453,1418328,117.15,59.39,54.98,0.85,543,38.28,1
Benue,7.6633,9.8786,2021-03-01,2021,3,25.42,190.94,85.3,0.5,0.334,2189826,108.86,50.67,78.91,2.85,698,31.87,1
Niger,4.9605,3.4847,2023-11-01,2023,11,28.53,57.98,70.12,0.673,0.172,2249318,111.12,61.79,64.56,-3.16,604,26.85,1
Benue,8.7985,7.5699,2020-08-01,2020,8,28.33,165.43,65.75,0.31,0.435,1427397,96.61,56.8,19.77,0.76,423,29.63,0
Sokoto,11.66,7.8076,2023-03-01,2023,3,32.4,233.69,86.94,0.383,0.961,1875706,128.79,57.32,33.05,1.62,688,36.68,1
Benue,12.1596,11.8458,2020-09-01,2020,9,25.61,158.93,52.9,0.716,0.531,1989983,102.75,60.09,70.64,0.95,631,31.71,1
Plateau,13.717,5.2915,2025-01-01,2025,1,32.1,64.86,56.68,0.392,0.799,1445936,102.76,87.87,22.87,0.86,302,20.89,0
Cross River,4.247,6.9032,2021-11-01,2021,11,28.99,252.21,81.15,0.817,0.631,2720380,114.53,72.42,22.77,-0.05,410,15.07,0
Lagos,9.0343,6.17,2020-04-01,2020,4,27.99,113.66,81.41,0.568,0.477,2634215,118.41,40.51,27.21,-0.49,435,16.51,0
Akwa Ibom,8.8463,4.3386,2021-09-01,2021,9,22.88,191.35,79.42,0.733,0.294,1220473,93.27,47.07,33.56,-1.19,429,35.15,0
Kano,9.4403,9.4679,2025-05-01,2025,5,33.76,62.58,60.11,0.564,0.356,1521816,104.68,36.55,13.22,2.22,443,29.11,0
Plateau,6.6068,6.6606,2018-04-01,2018,4,33.31,164.15,76.78,0.571,0.333,546232,109.03,70.12,51.72,-0.34,479,87.69,0
Niger,12.4193,8.5006,2021-06-01,2021,6,24.6,186.23,67.2,0.712,0.23,240271,106.4,53.77,56.19,0.28,502,208.93,1
Anambra,10.7782,13.622,2025-11-01,2025,11,25.04,110.22,80.31,0.793,0.504,2911753,115.94,38.09,37.5,-0.68,447,15.35,0
Enugu,4.0668,8.7575,2022-11-01,2022,11,29.45,167.53,69.5,0.611,0.748,819565,105.89,80.68,35.06,-0.27,448,54.66,0
Cross River,7.106,11.8971,2024-10-01,2024,10,26.87,182.66,79.08,0.633,0.589,200653,113.86,47.62,45.14,-3.13,693,345.37,1
Kaduna,11.8635,12.4756,2020-04-01,2020,4,31.58,61.14,83.17,0.486,0.58,1565509,116.51,49.17,56.07,-0.55,658,42.03,1
Enugu,7.7573,4.8511,2023-11-01,2023,11,28.54,229.6,75.91,0.821,0.328,2558164,128.7,94.42,41.99,1.0,534,20.87,1
Niger,5.3915,6.3467,2020-07-01,2020,7,28.94,71.78,69.86,0.519,0.682,2845766,109.43,54.35,26.67,-1.26,455,15.99,0
Cross River,9.7098,13.9502,2025-12-01,2025,12,27.73,137.31,76.89,0.299,0.426,2968342,96.94,54.52,45.3,1.57,481,16.2,0
Cross River,6.4497,3.807,2025-07-01,2025,7,30.99,279.67,88.99,0.493,0.602,1379785,128.83,52.73,28.15,0.6,639,46.31,1
Kebbi,7.0534,12.3022,2018-06-01,2018,6,31.34,37.13,81.96,0.95,0.666,1108213,109.38,51.58,56.9,0.55,562,50.71,1
Lagos,7.0155,5.6639,2025-04-01,2025,4,28.38,113.95,82.71,0.427,0.653,447783,109.9,47.78,42.87,-0.68,585,130.64,1
Oyo,10.6208,8.5978,2021-07-01,2021,7,28.83,126.85,77.48,0.306,0.558,1609048,122.87,51.56,58.29,-0.83,561,34.87,1
Enugu,7.0166,5.6528,2023-12-01,2023,12,28.71,58.41,56.69,0.366,0.085,1576369,104.05,58.71,35.88,1.45,344,21.82,0
Sokoto,5.2005,9.984,2022-08-01,2022,8,28.54,236.99,72.97,0.583,0.814,1017241,119.83,61.03,38.17,0.0,707,69.5,1
Kano,13.3347,11.2999,2021-10-01,2021,10,34.41,60.9,72.65,0.346,0.596,356024,111.17,75.28,25.12,0.63,415,116.57,0
Kano,8.0525,3.4379,2018-06-01,2018,6,27.6,157.98,71.02,0.372,0.42,583285,118.2,64.04,71.3,-0.85,509,87.26,1
Anambra,5.431,13.3187,2020-05-01,2020,5,31.55,163.34,62.51,0.384,0.22,347542,90.38,79.8,55.75,1.39,466,134.08,0
Lagos,13.4839,10.2354,2024-02-01,2024,2,30.16,135.66,91.06,0.574,0.322,2649098,129.2,69.24,34.51,0.74,480,18.12,0
Enugu,9.6427,12.3902,2023-03-01,2023,3,25.48,242.19,77.15,0.339,0.543,710183,114.58,38.53,23.77,-0.07,529,74.49,1
Oyo,13.4652,5.2637,2022-02-01,2022,2,28.96,274.12,90.45,0.912,0.406,2083764,119.66,53.56,19.19,0.64,544,26.11,1
Cross River,12.6328,3.5457,2021-11-01,2021,11,27.28,45.8,78.02,0.576,0.131,2683819,81.2,46.65,67.17,0.63,491,18.29,0
Borno,7.0595,10.9762,2022-01-01,2022,1,29.52,160.98,79.57,0.747,0.612,275687,115.79,29.71,38.35,1.64,530,192.25,1
Plateau,11.3398,6.9268,2023-12-01,2023,12,24.59,163.89,60.85,0.583,0.702,820348,78.91,47.33,28.12,-0.38,426,51.93,0
Kano,11.8949,6.2964,2019-02-01,2019,2,28.13,168.77,86.43,0.736,0.0,355063,107.08,66.36,60.05,-1.78,629,177.15,1
Rivers,11.1355,9.6028,2019-08-01,2019,8,30.66,186.38,56.4,0.68,0.386,2977971,109.85,62.95,38.01,-1.16,558,18.74,1
Kaduna,9.4439,9.4231,2023-11-01,2023,11,29.37,104.42,88.75,0.385,0.657,2669972,107.97,51.87,51.29,2.76,564,21.12,1
Lagos,4.4067,6.5427,2020-02-01,2020,2,31.35,141.24,80.89,0.537,0.567,1098939,125.16,62.55,46.42,-1.34,596,54.23,1
Lagos,4.5616,4.9205,2018-12-01,2018,12,31.1,208.79,65.01,0.583,0.573,869973,128.33,50.61,56.36,-1.57,720,82.76,1
Akwa Ibom,9.1808,6.6789,2018-02-01,2018,2,23.76,134.47,94.23,0.434,0.162,2429412,112.83,52.93,40.09,1.29,479,19.72,0
Enugu,8.6527,6.6996,2023-01-01,2023,1,32.93,154.05,98.0,0.607,0.48,1933578,139.63,36.07,59.03,1.19,689,35.63,1
Plateau,6.5025,12.1077,2020-03-01,2020,3,28.49,125.56,70.58,0.748,0.119,1448558,95.86,41.69,43.42,-0.87,518,35.76,1
Lagos,8.401,9.3537,2024-12-01,2024,12,22.44,188.34,72.24,0.428,0.543,1999834,82.55,55.1,48.72,1.59,468,23.4,0
Akwa Ibom,12.3122,10.5369,2023-08-01,2023,8,25.25,89.75,65.5,0.52,0.537,2355433,109.39,40.96,12.68,0.45,396,16.81,0
Benue,9.0445,4.0954,2022-10-01,2022,10,32.11,47.06,79.6,0.579,0.296,2914039,113.32,63.1,60.48,0.95,449,15.41,0
Benue,11.0485,5.9871,2024-02-01,2024,2,30.63,99.53,65.35,0.802,0.682,2458163,118.52,38.03,41.74,2.43,449,18.27,0
Oyo,7.1965,8.1541,2019-11-01,2019,11,26.83,108.92,70.93,0.771,0.427,1130728,116.98,60.75,5.0,0.21,502,44.4,1
Kaduna,13.5743,5.0562,2023-09-01,2023,9,26.12,117.97,66.07,0.634,0.249,1973378,97.69,68.93,33.2,-0.2,322,16.32,0
Borno,13.0015,3.5169,2018-04-01,2018,4,25.66,72.04,57.91,0.767,0.766,2776826,86.53,77.19,29.45,2.34,428,15.41,0
Plateau,4.5729,6.2992,2024-08-01,2024,8,26.88,60.59,74.02,0.459,0.473,1336050,88.03,86.94,60.94,0.95,423,31.66,0
Cross River,8.9779,11.2536,2025-11-01,2025,11,27.8,138.67,55.38,0.224,0.397,146952,72.99,65.72,51.23,-2.28,406,276.28,0
Enugu,12.4637,13.9649,2025-02-01,2025,2,27.72,74.57,73.21,0.644,0.576,90633,109.05,63.35,70.25,-2.79,606,668.63,1
Kebbi,5.8882,4.4198,2021-09-01,2021,9,27.71,206.44,67.88,0.46,0.402,2073969,99.83,30.3,34.97,-0.11,465,22.42,0
Kaduna,4.9476,10.925,2019-09-01,2019,9,24.17,79.56,69.15,0.535,0.278,1888524,76.67,58.93,59.49,0.77,432,22.88,0
Kebbi,11.7615,13.8536,2025-09-01,2025,9,25.32,132.71,58.33,0.54,0.799,304043,92.97,20.0,56.42,0.37,457,150.31,0
Lagos,9.7587,12.0265,2023-05-01,2023,5,25.09,70.2,53.51,0.466,0.464,547619,97.24,51.29,39.84,-0.24,467,85.28,0
Lagos,13.1889,10.4768,2023-06-01,2023,6,28.44,308.92,87.45,0.839,0.57,2848610,130.28,64.87,8.92,-3.59,557,19.55,1
Cross River,6.2272,8.9817,2020-05-01,2020,5,31.54,138.67,94.32,0.314,0.771,2917543,140.06,62.66,5.0,-0.9,465,15.94,0
Niger,6.3128,4.579,2018-01-01,2018,1,29.78,99.08,70.3,0.696,0.761,1981184,121.12,75.86,48.98,2.45,465,23.47,0
Enugu,7.8659,12.5377,2022-11-01,2022,11,27.29,186.26,72.08,0.267,0.381,790045,100.91,43.18,63.59,-0.2,485,61.39,0
Borno,10.9694,3.0748,2018-05-01,2018,5,24.76,134.12,90.95,0.882,0.571,904032,126.68,71.69,22.79,1.14,522,57.74,1
Enugu,11.2479,5.3207,2021-09-01,2021,9,26.17,119.24,87.05,0.731,0.195,2813779,96.4,63.84,35.25,1.36,377,13.4,0
Enugu,12.5415,7.6018,2018-04-01,2018,4,28.09,40.92,69.86,0.35,0.338,2585896,111.54,67.42,52.67,-0.61,411,15.89,0
Kaduna,10.8753,3.1081,2024-09-01,2024,9,31.38,44.09,65.84,0.436,0.707,494854,104.07,63.91,50.97,0.24,309,62.44,0
Akwa Ibom,8.2259,9.2623,2021-04-01,2021,4,33.4,289.71,76.47,0.816,0.578,1302930,112.51,30.51,43.34,0.03,544,41.75,1
Akwa Ibom,5.3062,13.2052,2018-12-01,2018,12,25.46,157.37,82.16,0.647,0.616,850981,105.07,45.5,85.46,-0.0,584,68.63,1
Kano,4.3369,10.0286,2018-05-01,2018,5,30.64,120.14,66.95,0.386,0.527,1068543,96.44,62.87,27.13,4.64,331,30.98,0
Oyo,12.5064,12.11,2025-08-01,2025,8,30.61,88.63,76.98,0.489,0.377,1305973,115.88,77.53,36.75,-0.07,632,48.39,1
Niger,10.2633,6.7506,2022-06-01,2022,6,28.8,151.06,73.35,0.712,0.689,1944420,118.08,33.91,23.95,1.13,696,35.79,1
Borno,12.9358,7.8304,2018-01-01,2018,1,31.23,120.76,71.15,0.494,0.87,1828244,105.39,58.26,67.79,-1.04,531,29.04,1
Lagos,8.6831,6.9081,2018-03-01,2018,3,29.61,219.44,87.65,0.415,0.273,1129037,119.11,49.35,50.96,-0.01,636,56.33,1
Plateau,9.6131,4.5095,2022-10-01,2022,10,29.83,116.64,80.32,0.371,0.747,1565719,99.02,56.81,68.58,0.9,549,35.06,1
Niger,12.5222,5.0839,2024-08-01,2024,8,27.04,170.8,73.73,0.561,0.287,548095,90.7,79.01,50.77,-1.74,360,65.68,0
Plateau,11.2052,9.8821,2020-05-01,2020,5,29.99,263.56,80.2,0.463,0.269,623722,127.93,43.55,66.89,0.94,697,111.75,1
Akwa Ibom,7.22,9.6248,2022-06-01,2022,6,25.54,216.03,68.01,0.71,0.611,1984116,106.19,69.71,44.92,-0.71,547,27.57,1
Cross River,10.088,3.5289,2025-02-01,2025,2,30.07,106.79,74.88,0.65,0.347,1981506,126.0,51.16,35.83,1.29,485,24.48,0
Benue,7.9736,13.825,2023-09-01,2023,9,31.23,70.91,64.56,0.312,0.583,1127506,98.16,68.31,37.95,0.73,421,37.34,0
Oyo,5.8642,8.7297,2020-12-01,2020,12,23.5,83.12,74.44,0.675,0.132,633247,97.63,80.38,37.92,-1.72,486,76.75,0
Enugu,10.6358,10.5094,2023-06-01,2023,6,24.22,55.98,82.64,0.696,0.478,742894,97.63,56.59,23.25,-1.58,398,53.57,0
Lagos,10.7295,5.6798,2022-10-01,2022,10,27.36,116.52,76.38,0.517,0.653,2005206,110.56,46.72,48.24,1.03,501,24.98,1
Kano,6.66,3.0407,2018-09-01,2018,9,34.88,100.59,64.95,0.647,0.709,2578696,115.33,57.49,48.79,0.15,502,19.47,1
Lagos,6.3206,3.9236,2025-08-01,2025,8,25.75,174.63,87.89,0.474,0.464,2605517,117.21,37.76,47.25,-0.98,571,21.92,1
Kano,8.1055,8.6602,2023-02-01,2023,2,27.28,167.65,77.75,0.611,0.318,1651582,118.51,59.91,60.68,-0.28,651,39.42,1
Benue,11.3779,8.5004,2025-05-01,2025,5,30.76,144.0,64.83,0.565,0.432,2343143,111.55,80.62,38.7,1.39,565,24.11,1
Anambra,5.5133,9.8945,2025-06-01,2025,6,23.57,133.16,72.67,0.248,0.369,2971339,110.29,73.43,50.72,1.41,522,17.57,1
Plateau,8.4629,8.6982,2020-03-01,2020,3,28.42,127.22,73.94,0.8,0.418,2614462,97.26,59.39,48.36,-0.74,430,16.45,0
Lagos,9.8568,11.1282,2020-02-01,2020,2,27.69,131.13,70.27,0.507,0.526,2605673,108.7,29.74,5.0,1.22,423,16.23,0
Cross River,9.7451,8.416,2019-06-01,2019,6,32.17,117.84,61.26,0.513,0.625,546389,116.13,71.18,44.55,1.17,417,76.32,0
Akwa Ibom,8.4953,4.9979,2019-01-01,2019,1,27.56,112.28,73.9,0.501,0.484,2941194,109.25,41.48,64.15,-1.39,492,16.73,0
Kebbi,11.6128,10.4076,2023-08-01,2023,8,30.19,195.16,77.51,0.374,0.342,501989,105.62,73.46,67.6,-1.01,522,103.99,1
Plateau,7.5879,4.14,2021-07-01,2021,7,23.18,69.79,85.65,0.594,0.489,239773,110.96,64.67,27.29,0.38,443,184.76,0
Anambra,8.742,12.8729,2021-08-01,2021,8,28.22,91.73,80.93,0.481,0.654,529498,112.99,64.11,19.25,0.57,396,74.79,0
Kaduna,9.2574,8.5289,2025-08-01,2025,8,23.4,195.84,64.55,0.568,0.389,2566356,100.23,72.84,56.5,-1.22,459,17.89,0
Akwa Ibom,10.3529,4.8962,2023-07-01,2023,7,29.99,148.84,84.58,0.553,0.611,2767956,121.24,36.44,56.41,0.92,658,23.77,1
Lagos,9.1046,10.3619,2023-12-01,2023,12,25.5,92.96,82.71,0.567,0.536,1069051,99.37,65.88,31.78,0.38,499,46.68,0
Rivers,6.6868,6.5206,2023-03-01,2023,3,26.23,182.0,81.18,0.468,0.48,368774,117.72,42.25,39.94,1.54,569,154.3,1
Akwa Ibom,13.1744,8.6487,2019-09-01,2019,9,25.08,131.74,81.36,0.546,0.74,1007004,104.85,51.48,66.5,0.12,605,60.08,1
Enugu,12.9942,12.9918,2019-05-01,2019,5,28.41,175.76,98.0,0.583,0.438,2696460,118.01,31.62,37.29,-0.08,723,26.81,1
Borno,8.3836,13.6207,2020-11-01,2020,11,33.5,55.69,67.92,0.787,0.448,1984984,93.97,81.41,36.61,1.13,410,20.66,0
Sokoto,12.0193,10.5166,2020-02-01,2020,2,25.59,161.61,70.48,0.46,0.328,2851549,103.08,47.31,44.72,-0.09,513,17.99,1
Kano,10.8835,10.2479,2021-01-01,2021,1,30.39,104.61,76.45,0.638,0.624,1176998,121.9,63.25,26.05,-1.61,470,39.93,0
Borno,10.0815,10.0219,2018-02-01,2018,2,28.75,89.14,78.38,0.242,0.971,2750993,145.67,51.57,54.59,-3.94,668,24.28,1
Sokoto,5.6993,10.9727,2024-04-01,2024,4,28.45,316.94,75.6,0.538,0.92,1434819,117.25,44.3,28.42,-2.05,428,29.83,0
Kaduna,4.5481,4.564,2020-11-01,2020,11,27.08,138.43,69.78,0.557,0.751,2800677,128.79,32.32,60.71,0.09,575,20.53,1
Kebbi,6.3624,3.1727,2021-08-01,2021,8,27.99,86.09,72.56,0.558,0.694,2520562,121.34,30.22,41.49,0.99,570,22.61,1
Rivers,13.1303,4.1532,2025-07-01,2025,7,30.03,138.76,57.59,0.374,0.153,2244621,93.38,52.62,42.38,-0.3,219,9.76,0
Oyo,8.9114,7.2215,2023-07-01,2023,7,33.26,71.69,56.64,0.382,0.63,1632369,126.43,84.96,51.1,0.88,520,31.86,1
Rivers,4.8441,8.1019,2024-06-01,2024,6,26.5,97.54,64.93,0.714,0.062,1948238,66.24,63.65,56.73,2.91,364,18.68,0
Kano,13.6179,4.0711,2024-04-01,2024,4,23.91,206.1,61.0,0.881,0.74,1700870,106.69,68.66,71.06,1.61,647,38.04,1
Benue,10.9934,5.2826,2018-01-01,2018,1,28.56,213.17,76.98,0.542,0.601,941255,125.93,43.85,65.72,1.82,657,69.8,1
Cross River,8.7556,11.557,2021-03-01,2021,3,27.93,71.92,54.14,0.616,0.051,933435,77.2,86.44,42.51,-1.67,335,35.89,0
Plateau,4.8268,10.5351,2025-01-01,2025,1,23.96,75.59,88.79,0.311,0.092,2409664,102.77,77.08,21.98,-0.53,396,16.43,0
Rivers,8.1308,4.0384,2021-03-01,2021,3,28.73,113.59,64.98,0.593,0.64,671747,107.51,75.73,54.76,-1.1,580,86.34,1
Benue,4.0991,4.6369,2018-12-01,2018,12,30.2,110.01,89.91,0.398,0.368,95712,109.62,92.59,58.97,1.18,511,533.89,1
Lagos,12.9762,9.77,2019-08-01,2019,8,34.92,159.29,62.6,0.82,0.543,1764796,118.82,63.49,63.03,-0.7,554,31.39,1
Enugu,9.4611,11.169,2025-12-01,2025,12,23.16,164.77,58.08,0.776,0.396,228157,94.81,57.35,22.74,1.73,451,197.67,0
Niger,12.6479,5.2386,2023-04-01,2023,4,27.67,107.72,82.41,0.656,0.504,1209070,106.69,74.1,37.21,-1.91,344,28.45,0
Akwa Ibom,11.8139,5.9636,2019-06-01,2019,6,24.25,201.61,57.39,0.442,0.794,1020584,104.54,69.14,13.89,0.3,410,40.17,0
Borno,9.509,9.0797,2023-10-01,2023,10,31.11,43.69,77.21,0.693,0.965,327834,106.94,43.4,84.26,1.15,585,178.44,1
Cross River,4.6123,10.9335,2018-07-01,2018,7,26.44,184.4,64.26,0.656,0.57,2064601,114.93,88.44,42.52,-0.59,433,20.97,0
Benue,13.4957,10.8535,2023-10-01,2023,10,30.16,130.52,83.06,0.389,0.516,355745,99.21,42.57,10.41,-0.09,401,112.72,0
Lagos,4.6448,10.7658,2018-12-01,2018,12,28.94,92.83,61.18,0.519,0.683,478670,108.44,68.24,45.58,0.29,384,80.22,0
